id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/7bf37b05-cbd3-4aa6-b6d7-fd01aa27a045,"John L. Scott, Jr.",Democratic,19,upper,John,Scott,,,,,http://www.scstatehouse.gov/images/members/1640908894.jpg,http://www.scstatehouse.gov/member.php?code=1640908894,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=1640908894,506 Gressette Bldg.Columbia 29201,,803-786-2373,,215 Elmont Dr.Columbia 29203,,803-786-2373,,,,,
ocd-person/f946b369-cfbd-4cc5-84f2-4cc343beb03a,"John R. McCravy, III",Republican,13,lower,John R.,McCravy,,,,,http://www.scstatehouse.gov/images/members/1217045309.jpg,http://www.scstatehouse.gov/member.php?code=1217045309,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1217045309,420A Blatt Bldg.Columbia 29201,,803-212-6939,,P.O. Box 50658Greenwood 29649,,864-942-8501,,,,,
ocd-person/12f4e61d-b847-4a7d-8029-613580ebfd9f,John Richard C. King,Democratic,49,lower,John,King,,,,,http://www.scstatehouse.gov/images/members/1002272607.jpg,http://www.scstatehouse.gov/member.php?code=1002272607,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1002272607,309B Blatt Bldg.Columbia 29201,,803-212-6873,,P.O. Box 11555Rock Hill 29731,,803-980-5454,,,,,
ocd-person/61ad39ff-e788-4232-b68a-d9c8f128af7e,"John Taliaferro ""Jay"" West, IV",Republican,7,lower,"John Taliaferro ""Jay""",West,,,,,http://www.scstatehouse.gov/images/members/1903408863.jpg,http://www.scstatehouse.gov/member.php?code=1903408863,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1903408863,404A Blatt Bldg.Columbia 29201,,803-212-6954,,402 Brown Ave.Belton 29627,,864-260-4025,,,,,
ocd-person/d6685b63-8815-4be3-a4da-1c21459d23c2,"John W. Matthews, Jr.",Democratic,39,upper,John,Matthews,,,,,http://www.scstatehouse.gov/images/members/1186363494.jpg,http://www.scstatehouse.gov/member.php?code=1186363494,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=1186363494,613 Gressette Bldg.Columbia 29201,,803-212-6056,,P.O. Box 142Columbia 29202,,803-829-2383,,,,,
ocd-person/8a69fe7b-4ec4-4f9a-bc6e-b8acf0cd06c7,Jonathon D. Hill,Republican,8,lower,Jonathon D.,Hill,,,,,http://www.scstatehouse.gov/images/members/0835227173.jpg,http://www.scstatehouse.gov/member.php?code=0835227173,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0835227173,434A Blatt Bldg.Columbia 29201,,803-212-6919,,,,,,,,,
ocd-person/5fa08360-7109-4622-aac7-7bdf55c6c245,"Joseph H. Jefferson, Jr.",Democratic,102,lower,Joseph,Jefferson,,,,,http://www.scstatehouse.gov/images/members/0924999889.jpg,http://www.scstatehouse.gov/member.php?code=0924999889,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0924999889,304B Blatt Bldg.Columbia 29201,,803-734-2936,,1375 Colonel Maham Dr.Pineville 29468,,843-567-4386,,,,,
ocd-person/b57afd47-89d7-4672-b6f1-59f5bf273bc6,Joseph S. Daning,Republican,92,lower,Joseph,Daning,,,,,http://www.scstatehouse.gov/images/members/0451136310.jpg,http://www.scstatehouse.gov/member.php?code=0451136310,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0451136310,310B Blatt Bldg.Columbia 29201,,803-734-2951,,118 Queensbury Cir.Goose Creek 29445,,843-553-9288,,,,,
ocd-person/6db09ea1-fe89-497a-8502-dce892c13fe8,Josiah Magnuson,Republican,38,lower,Josiah,Magnuson,,,,,http://www.scstatehouse.gov/images/members/1130965774.jpg,http://www.scstatehouse.gov/member.php?code=1130965774,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1130965774,304D Blatt Bldg.Columbia 29201,,803-212-6876,,,,,,,,,
ocd-person/88861a7f-ca46-4ed7-a053-0d463cca48e0,Justin T. Bamberg,Democratic,90,lower,Justin T.,Bamberg,,,,,http://www.scstatehouse.gov/images/members/0102840897.jpg,http://www.scstatehouse.gov/member.php?code=0102840897,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0102840897,335D Blatt Bldg.Columbia 29201,,803-212-6907,,232 Azalea AvenueBamberg 29003,,803-682-2860,,,,,
ocd-person/904331e5-36ae-43d5-8e3e-62a845c7965e,Kambrell H. Garvin,Democratic,77,lower,Kambrell H.,Garvin,,,,,http://www.scstatehouse.gov/images/members/0657954467.jpg,http://www.scstatehouse.gov/member.php?code=0657954467,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0657954467,,,,,P.O. Box 292434Columbia 29229,,803-470-3961,,,,,
ocd-person/946afea5-c89c-4a8f-a80e-a841bf7e899a,Karl B. Allen,Democratic,7,upper,Karl,Allen,,,,,http://www.scstatehouse.gov/images/members/0015340908.jpg,http://www.scstatehouse.gov/member.php?code=0015340908,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0015340908,602 Gressette Bldg.Columbia 29201,,803-212-6008,,108 Lavinia Ave.Greenville 29601,,864-235-9049,,,,,
ocd-person/0a07f819-4966-4b86-8e1f-d6b66b447460,Katrina Frye Shealy,Republican,23,upper,Katrina Frye,Shealy,,,,,http://www.scstatehouse.gov/images/members/1656817983.jpg,http://www.scstatehouse.gov/member.php?code=1656817983,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=1656817983,303 Gressette Bldg.Columbia 29201,,803-212-6320,,,,,,,,,
ocd-person/0fdf2e22-badf-4b5c-be34-969781dc40a3,Kent M. Williams,Democratic,30,upper,Kent,Williams,,,,,http://www.scstatehouse.gov/images/members/1938636131.jpg,http://www.scstatehouse.gov/member.php?code=1938636131,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=1938636131,608 Gressette Bldg.Columbia 29201,,803-212-6000,,4205 Stirk PlaceMarion 29571,,843-362-0307,,,,,
ocd-person/ad6c27e9-3571-477c-9d94-92127d0020e7,Kevin Hardee,Republican,105,lower,Kevin,Hardee,,,,,http://www.scstatehouse.gov/images/members/0743749911.jpg,http://www.scstatehouse.gov/member.php?code=0743749911,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0743749911,404C Blatt Bldg.Columbia 29201,,803-212-6796,,2082 Cane Branch Rd.Loris 29569,,843-455-3567,,,,,
ocd-person/87089a99-47f3-42ae-a55f-cd1a356656b5,Kevin L. Johnson,Democratic,36,upper,Kevin,Johnson,,,,,http://www.scstatehouse.gov/images/members/0947727159.jpg,http://www.scstatehouse.gov/member.php?code=0947727159,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0947727159,606 Gressette Bldg.Columbia 29201,,803-212-6024,,P.O. Box 156Manning 29102,,803-435-8117,,,,,
ocd-person/cbf62964-d857-4483-84a2-19496e9a4e84,"Kirkman Finlay, III",Republican,75,lower,Kirkman,Finlay,,,,,http://www.scstatehouse.gov/images/members/0585795385.jpg,http://www.scstatehouse.gov/member.php?code=0585795385,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0585795385,532A Blatt Bldg.Columbia 29201,,803-212-6943,,P.O. Box 11684Columbia 29211,,803-695-9550,,,,,
ocd-person/648a5fc9-ef93-4106-bc39-e45827f51306,Krystle N. Simmons,Democratic,117,lower,Krystle N.,Simmons,,,,,http://www.scstatehouse.gov/images/members/1694886161.jpg,http://www.scstatehouse.gov/member.php?code=1694886161,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1694886161,,,,,P.O. Box 555Ladson 29456,,843-508-3100,,,,,
ocd-person/92f81619-1cfb-4d45-bb37-fde2003661f2,L. Kit Spires,Republican,96,lower,L. Kit,Spires,,,,,http://www.scstatehouse.gov/images/members/1743749791.jpg,http://www.scstatehouse.gov/member.php?code=1743749791,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1743749791,326D Blatt Bldg.Columbia 29201,,803-734-3010,,P.O. Box 396Pelion 29123,,803-894-4440,,,,,
ocd-person/16a57c6b-02c8-4a59-99bf-4f4cdcef1c0e,Laurie Slade Funderburk,Democratic,52,lower,Laurie Slade,Funderburk,,,,,http://www.scstatehouse.gov/images/members/0629545379.jpg,http://www.scstatehouse.gov/member.php?code=0629545379,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0629545379,422C Blatt Bldg.Columbia 29201,,803-734-3044,,P.O. Box 188Camden 29021,,803-432-4371,,,,,
ocd-person/cc6f617e-1af7-4aa5-a9cc-a2214b2c21e2,"Lawrence K. ""Larry"" Grooms",Republican,37,upper,Lawrence,Grooms,,,,,http://www.scstatehouse.gov/images/members/0729545367.jpg,http://www.scstatehouse.gov/member.php?code=0729545367,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0729545367,203 Gressette Bldg.Columbia 29201,,803-212-6400,,,,,,,,,
ocd-person/eba98c82-1f71-45c1-951f-40076eb34a8b,Lee Hewitt,Republican,108,lower,Lee,Hewitt,,,,,http://www.scstatehouse.gov/images/members/0834658991.jpg,http://www.scstatehouse.gov/member.php?code=0834658991,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0834658991,327D Blatt Bldg.Columbia 29201,,803-212-6927,,P.O. Box 928Murrells Inlet 29576,,843-652-4236,,,,,
ocd-person/a0443577-dcd2-4bce-a6cb-70ebcd6325a5,Leola C. Robinson,Democratic,25,lower,Leola C.,Robinson,,,,,http://www.scstatehouse.gov/images/members/1567045267.jpg,http://www.scstatehouse.gov/member.php?code=1567045267,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1567045267,330A Blatt Bldg.Columbia 29201,,803-212-6941,,19 Prince Ave.Greenville 29605,,864-277-0232,,,,,
ocd-person/3a09cbd2-aa21-4fa8-9511-d1f842816e49,"Leon D. ""Doug"" Gilliam",Republican,42,lower,"Leon D. ""Doug""",Gilliam,,,,,http://www.scstatehouse.gov/images/members/0675426055.jpg,http://www.scstatehouse.gov/member.php?code=0675426055,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0675426055,,,864-426-0785,,3347 Buffalo-W. Springs HighwayBuffalo 29321,,864-427-5711,,,,,
ocd-person/a7665bc0-b03c-419e-976c-b3a25ebf358e,Leon Howard,Democratic,76,lower,Leon,Howard,,,,,http://www.scstatehouse.gov/images/members/0879545349.jpg,http://www.scstatehouse.gov/member.php?code=0879545349,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0879545349,425 Blatt Bldg.Columbia 29201,,803-734-3046,,2425 Barhamville Rd.Columbia 29204,,803-254-9468,,,,,
ocd-person/3faa0b04-4277-4a07-ae78-bc9cb0d20e07,"Leonidas E. ""Leon"" Stavrinakis",Democratic,119,lower,Leonidas,Stavrinakis,,,,,http://www.scstatehouse.gov/images/members/1747727063.jpg,http://www.scstatehouse.gov/member.php?code=1747727063,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1747727063,420C Blatt Bldg.Columbia 29201,,803-734-3039,,P.O. Box 30099Charleston 29417,,843-573-0491,,,,,
ocd-person/4cb0dd3a-f986-46f9-ae86-59c89f93c1b9,"Linda ""Lin"" Bennett",Republican,114,lower,"Linda ""Lin""",Bennett,,,,,http://www.scstatehouse.gov/images/members/0140624984.jpg,http://www.scstatehouse.gov/member.php?code=0140624984,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0140624984,414D Blatt Bldg.Columbia 29201,,803-212-6948,,231 N. Ainsdale Dr.Charleston 29414,,843-571-6330,,,,,
ocd-person/a02e7674-1693-446b-8863-3d7df87a20fa,Lonnie Hosey,Democratic,91,lower,Lonnie,Hosey,,,,,http://www.scstatehouse.gov/images/members/0874999895.jpg,http://www.scstatehouse.gov/member.php?code=0874999895,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0874999895,404B Blatt Bldg.Columbia 29201,,803-734-2829,,P.O. Box 423Barnwell 29812,,803-259-1178,,,,,
ocd-person/e3d0a679-af6a-4861-aac2-be366fda3210,Lucas Atkinson,Democratic,57,lower,Lucas,Atkinson,,,,,http://www.scstatehouse.gov/images/members/0066477265.jpg,http://www.scstatehouse.gov/member.php?code=0066477265,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0066477265,333D Blatt Bldg.Columbia 29201,,803-212-6936,,P.O. Box 583Marion 29571,,843-423-8237,,,,,
ocd-person/27fb6caf-f757-44a3-8973-6ce72aacd7e2,Luke A. Rankin,Republican,33,upper,Luke,Rankin,,,,,http://www.scstatehouse.gov/images/members/1511363455.jpg,http://www.scstatehouse.gov/member.php?code=1511363455,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=1511363455,101 Gressette Bldg.Columbia 29201,,803-212-6610,,201 Beaty St.Conway 29526,,843-626-6269,,,,,
ocd-person/6e2c4025-374e-4a75-92bb-341b1ddb0aa0,Mandy Powers Norrell,Democratic,44,lower,Mandy Powers,Norrell,,,,,http://www.scstatehouse.gov/images/members/1493181639.jpg,http://www.scstatehouse.gov/member.php?code=1493181639,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1493181639,422B Blatt Bldg.Columbia 29201,,803-212-6937,,P.O. Box 994Lancaster 29721,,803-289-6409,,,,,
ocd-person/61cea6e1-b6ee-48b8-8338-5d83df9abe20,Mandy W. Kimmons,Republican,97,lower,Mandy W.,Kimmons,,,,,http://www.scstatehouse.gov/images/members/0993749881.jpg,http://www.scstatehouse.gov/member.php?code=0993749881,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0993749881,,,,,108 Sullivans Landing RoadRidgeville 29472,,843-697-1304,,,,,
ocd-person/829bd3ab-d117-43fd-b274-f9ff8177c789,Margie Bright Matthews,Democratic,45,upper,Margie Bright,Matthews,,,,,http://www.scstatehouse.gov/images/members/0194318159.jpg,http://www.scstatehouse.gov/member.php?code=0194318159,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0194318159,502 Gressette Bldg.Columbia 29201,,803-212-6108,,,,,,,,,
ocd-person/45f11431-96b7-4bfe-85f5-ce986002a233,Mark N. Willis,Republican,16,lower,Mark,Willis,,,,,http://www.scstatehouse.gov/images/members/1942613404.jpg,http://www.scstatehouse.gov/member.php?code=1942613404,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1942613404,326C Blatt Bldg.Columbia 29201,,803-212-6882,,201 Quillen Ave.Fountain Inn 29644,,864-862-6179,,,,,
ocd-person/4c562d79-9db1-48f8-8361-f2894d46e150,Marlon E. Kimpson,Democratic,42,upper,Marlon E.,Kimpson,,,,,http://www.scstatehouse.gov/images/members/0994318063.jpg,http://www.scstatehouse.gov/member.php?code=0994318063,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0994318063,508 Gressette Bldg.Columbia 29201,,803-212-6132,,,,,,,,,
ocd-person/b8b48cdf-733e-4317-988f-9262b2a4ba77,Marvin R. Pendarvis,Democratic,113,lower,Marvin R.,Pendarvis,,,,,http://www.scstatehouse.gov/images/members/1457812326.jpg,http://www.scstatehouse.gov/member.php?code=1457812326,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1457812326,328A Blatt Bldg.Columbia 29201,,803-212-6716,,P.O. Box 60715North Charleston 29419,,843-225-2520,,,,,
ocd-person/f17c0073-e7c8-4482-bd40-0703fc296f2b,"Max T. Hyde, Jr.",Republican,32,lower,"Max T. Hyde,",Jr.,,,,,http://www.scstatehouse.gov/images/members/0914772618.jpg,http://www.scstatehouse.gov/member.php?code=0914772618,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0914772618,,,,,22 Woodburn RoadSpartanburg 29302,,864-582-1742,,,,,
ocd-person/7fbf56b3-4565-49a8-bb22-3e86a64dd1ee,"McLain R. ""Mac"" Toole",Republican,88,lower,McLain,Toole,,,,,http://www.scstatehouse.gov/images/members/1838636143.jpg,http://www.scstatehouse.gov/member.php?code=1838636143,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1838636143,323C Blatt Bldg.Columbia 29201,,803-734-2973,,180 Dogwood Cir.West Columbia 29170,,803-755-6542,,,,,
ocd-person/abb69b9f-4e13-45d9-866b-c35bbb322a32,"Merita A. ""Rita"" Allison",Republican,36,lower,Merita,Allison,,,,,http://www.scstatehouse.gov/images/members/0015909089.jpg,http://www.scstatehouse.gov/member.php?code=0015909089,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0015909089,429 Blatt Bldg.Columbia 29201,,803-734-3053,,P.O. Box 93Lyman 29365,,864-439-6255,,,,,
ocd-person/9b4e7cb9-4e4e-484d-8ce9-4fe4a73b8c59,Mia S. McLeod,Democratic,22,upper,Mia S.,McLeod,,,,,http://www.scstatehouse.gov/images/members/0279545421.jpg,http://www.scstatehouse.gov/member.php?code=0279545421,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0279545421,613 Gressette Bldg.Columbia 29201,,803-212-6056,,,,,,,,,
ocd-person/32c6ccd9-4b56-4075-a99b-1882f4dd176d,"Micajah P. ""Micah"" Caskey, IV",Republican,89,lower,"Micajah P. ""Micah""",Caskey,,,,,http://www.scstatehouse.gov/images/members/0329545415.jpg,http://www.scstatehouse.gov/member.php?code=0329545415,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0329545415,323B Blatt Bldg.Columbia 29201,,803-212-6959,,,,,,,,,
ocd-person/ebf046cf-233e-4c98-b78e-4cefbb07615b,"Michael F. Rivers, Sr.",Democratic,121,lower,Michael F.,Rivers,,,,,http://www.scstatehouse.gov/images/members/1564346404.jpg,http://www.scstatehouse.gov/member.php?code=1564346404,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1564346404,432D Blatt Bldg.Columbia 29201,,803-212-6952,,,,,,,,,
ocd-person/46099016-9fd8-442b-a9fe-ed58055f7672,Mike Fanning,Democratic,17,upper,Mike,Fanning,,,,,http://www.scstatehouse.gov/images/members/0556818115.jpg,http://www.scstatehouse.gov/member.php?code=0556818115,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0556818115,606 Gressette Bldg.Columbia 29201,,803-212-6024,,,,,,,,,
ocd-person/52d745c3-ccb7-41db-9b4a-624c757b678a,Mike Gambrell,Republican,4,upper,Mike,Gambrell,,,,,http://www.scstatehouse.gov/images/members/0635227197.jpg,http://www.scstatehouse.gov/member.php?code=0635227197,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0635227197,610 GressetteColumbia 29202,,803-212-6040,,,,864-369-0613,,,,,
ocd-person/94d1c8ae-8ade-49c2-a06e-88a7deae3556,Nancy Mace,Republican,99,lower,Nancy,Mace,,,,,http://www.scstatehouse.gov/images/members/1127840774.jpg,http://www.scstatehouse.gov/member.php?code=1127840774,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1127840774,308A Blatt Bldg.Columbia 29201,,803-212-6717,,,,,,,,,
ocd-person/129fde97-b4fa-4004-bfb9-f96169a7c0a5,Nathan Ballentine,Republican,71,lower,Nathan,Ballentine,,,,,http://www.scstatehouse.gov/images/members/0102272715.jpg,http://www.scstatehouse.gov/member.php?code=0102272715,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0102272715,320B Blatt Bldg.Columbia 29201,,803-734-2969,,324 Sienna DrChapin 29036,,803-732-1861,,,,,
ocd-person/73b7f73e-705e-409a-b582-51060e573fd5,Neal A. Collins,Republican,5,lower,Neal A.,Collins,,,,,http://www.scstatehouse.gov/images/members/0388636317.jpg,http://www.scstatehouse.gov/member.php?code=0388636317,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0388636317,418C Blatt Bldg.Columbia 29201,,803-212-6913,,P.O. Box 906Easley 29641,,864-350-4175,,,,,
ocd-person/e93ca357-56f3-453f-aacc-fdeb0f8a77e8,Nikki G. Setzler,Democratic,26,upper,Nikki,Setzler,,,,,http://www.scstatehouse.gov/images/members/1649999802.jpg,http://www.scstatehouse.gov/member.php?code=1649999802,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=1649999802,510 Gressette Bldg.Columbia 29201,,803-796-7573,,249 Congaree Park DriveWest Columbia 29169,,803-796-7573,,,,,
ocd-person/a3d1c825-e269-434e-9a3f-66e5103bd354,"P. Michael ""Mike"" Forrester",Republican,34,lower,P. Michael,Forrester,,,,,http://www.scstatehouse.gov/images/members/0608522655.jpg,http://www.scstatehouse.gov/member.php?code=0608522655,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0608522655,402C Blatt Bldg.Columbia 29201,,803-212-6792,,287 Creekridge Dr.Spartanburg 29301,,864-595-1137,,,,,
ocd-person/951188b7-b57f-4705-b966-a24c806fef62,"Patricia Moore ""Pat"" Henegan",Democratic,54,lower,"Patricia Moore ""Pat""",Henegan,,,,,http://www.scstatehouse.gov/images/members/0829545355.jpg,http://www.scstatehouse.gov/member.php?code=0829545355,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0829545355,333B Blatt Bldg.Columbia 29201,,803-212-6896,,P.O. Box 41Bennettsville 29512,,843-479-7838,,,,,
ocd-person/1084e8aa-8e82-4c77-8f73-50b31855465d,"Paul G. Campbell, Jr.",Republican,44,upper,Paul,Campbell,,,,,http://www.scstatehouse.gov/images/members/0301136328.jpg,http://www.scstatehouse.gov/member.php?code=0301136328,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0301136328,402 Gressette Bldg.Columbia 29201,,803-212-6230,,150 Loganberry CircleGoose Creek 29445,,843-569-0089,,,,,
ocd-person/ee278d2b-ce89-40bf-af2c-42ede04e3afd,Paula Rawl Calhoon,Republican,87,lower,Paula Rawl,Calhoon,,,,,http://www.scstatehouse.gov/images/members/0293181783.jpg,http://www.scstatehouse.gov/member.php?code=0293181783,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0293181783,,,,,P.O. Box 1913Lexington 29071,,803-359-4550,,,,,
ocd-person/9a28833a-867d-460f-b165-be02daf32093,"Peter M. McCoy, Jr.",Republican,115,lower,Peter,McCoy,,,,,http://www.scstatehouse.gov/images/members/1215908945.jpg,http://www.scstatehouse.gov/member.php?code=1215908945,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1215908945,420D Blatt Bldg.Columbia 29201,,803-212-6872,,135 King St.Charleston 29401,,843-452-4722,,,,,
ocd-person/92bc68c6-b20b-4eec-a315-b0d5495db8ec,Phillip D. Lowe,Republican,60,lower,Phillip,Lowe,,,,,http://www.scstatehouse.gov/images/members/1125568047.jpg,http://www.scstatehouse.gov/member.php?code=1125568047,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1125568047,327B Blatt Bldg.Columbia 29201,,803-734-2975,,507 West Cheves St.Florence 29501,,843-662-1234,,,,,
ocd-person/dafa79f2-1f22-4fb4-9620-09d86ecddcb7,R. Raye Felder,Republican,26,lower,R. Raye,Felder,,,,,http://www.scstatehouse.gov/images/members/0570454477.jpg,http://www.scstatehouse.gov/member.php?code=0570454477,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0570454477,402A Blatt Bldg.Columbia 29201,,803-212-6892,,116 Mary Mack LaneFort Mill 29715,,803-547-6715,,,,,
ocd-person/bfea6436-5d17-4d26-bc37-15f1a975575e,Rex F. Rice,Republican,2,upper,Rex F.,Rice,,,,,http://www.scstatehouse.gov/images/members/1547727087.jpg,http://www.scstatehouse.gov/member.php?code=1547727087,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=1547727087,501 Gressette Bldg.Columbia 29201,,803-212-6100,,,,,,,,,
ocd-person/26d51af3-b5c2-4869-be73-0ea9c2fa2a22,"Richard A. ""Dick"" Harpootlian",Democratic,20,upper,"Richard A. ""Dick""",Harpootlian,,,,,http://www.scstatehouse.gov/images/members/0747159001.jpg,http://www.scstatehouse.gov/member.php?code=0747159001,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0747159001,,,,,,,,,,,,
ocd-person/69162972-6151-4fe2-b5fe-dee599d86ad3,Richard J. Cash,Republican,3,upper,Richard J.,Cash,,,,,http://www.scstatehouse.gov/images/members/0328409052.jpg,http://www.scstatehouse.gov/member.php?code=0328409052,http://www.scstatehouse.gov/member.php?chamber=S;http://www.scstatehouse.gov/member.php?code=0328409052,506 Gressette Bldg.Columbia 29201,,803-212-6124,,,,,,,,,
ocd-person/ebfb814e-0b47-4d8f-be94-63718f71a96c,"Richard L. ""Richie"" Yow",Republican,53,lower,"Richard L. ""Richie""",Yow,,,,,http://www.scstatehouse.gov/images/members/1998863577.jpg,http://www.scstatehouse.gov/member.php?code=1998863577,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1998863577,327C Blatt Bldg.Columbia 29201,,803-212-6949,,178 Mill St.Chesterfield 29709,,843-623-5001,,,,,
ocd-person/a3126675-bbb8-4a20-8b44-2b201fd955fa,"Richard ""Rick"" Martin",Republican,40,lower,"Richard ""Rick""",Martin,,,,,http://www.scstatehouse.gov/images/members/1178408950.jpg,http://www.scstatehouse.gov/member.php?code=1178408950,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1178408950,418D Blatt Bldg.Columbia 29201,,803-212-6951,,,,,,,,,
ocd-person/873033bc-b647-4d58-8b5e-14a61388daff,Robert L. Brown,Democratic,116,lower,Robert,Brown,,,,,http://www.scstatehouse.gov/images/members/0220454519.jpg,http://www.scstatehouse.gov/member.php?code=0220454519,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=0220454519,330D Blatt Bldg.Columbia 29201,,803-734-3170,,5925 Hwy. 162Hollywood 29449,,843-889-8835,,,,,
ocd-person/e43e2a26-4229-4672-abc7-971200f29848,"Robert L. Ridgeway, III",Democratic,64,lower,Robert L.,Ridgeway,,,,,http://www.scstatehouse.gov/images/members/1553408905.jpg,http://www.scstatehouse.gov/member.php?code=1553408905,http://www.scstatehouse.gov/member.php?chamber=H;http://www.scstatehouse.gov/member.php?code=1553408905,422A Blatt Bldg.Columbia 29201,,803-212-6929,,117 N. Brooks St.Manning 29102,,803-938-3087,,,,,
